batsman,match_id,batting_team,bowling_team,runs_scored,year
Mandeep Singh,1136595,Royal Challengers Bangalore,Chennai Super Kings,7,2018
Mohammed Siraj,1136595,Royal Challengers Bangalore,Chennai Super Kings,3,2018
PA Patel,1136595,Royal Challengers Bangalore,Chennai Super Kings,53,2018
SK Raina,1136595,Chennai Super Kings,Royal Challengers Bangalore,25,2018
SR Watson,1136595,Chennai Super Kings,Royal Challengers Bangalore,11,2018
TG Southee,1136595,Royal Challengers Bangalore,Chennai Super Kings,36,2018
UT Yadav,1136595,Royal Challengers Bangalore,Chennai Super Kings,1,2018
V Kohli,1136595,Royal Challengers Bangalore,Chennai Super Kings,8,2018
AD Hales,1136596,Sunrisers Hyderabad,Delhi Daredevils,45,2018
DT Christian,1136596,Delhi Daredevils,Sunrisers Hyderabad,7,2018
GJ Maxwell,1136596,Delhi Daredevils,Sunrisers Hyderabad,2,2018
KS Williamson,1136596,Sunrisers Hyderabad,Delhi Daredevils,32,2018
MK Pandey,1136596,Sunrisers Hyderabad,Delhi Daredevils,21,2018
NV Ojha,1136596,Delhi Daredevils,Sunrisers Hyderabad,1,2018
PP Shaw,1136596,Delhi Daredevils,Sunrisers Hyderabad,65,2018
RR Pant,1136596,Delhi Daredevils,Sunrisers Hyderabad,18,2018
S Dhawan,1136596,Sunrisers Hyderabad,Delhi Daredevils,33,2018
SS Iyer,1136596,Delhi Daredevils,Sunrisers Hyderabad,44,2018
V Shankar,1136596,Delhi Daredevils,Sunrisers Hyderabad,23,2018
YK Pathan,1136596,Sunrisers Hyderabad,Delhi Daredevils,27,2018
AD Russell,1136597,Kolkata Knight Riders,Mumbai Indians,9,2018
CA Lynn,1136597,Kolkata Knight Riders,Mumbai Indians,17,2018
E Lewis,1136597,Mumbai Indians,Kolkata Knight Riders,43,2018
HH Pandya,1136597,Mumbai Indians,Kolkata Knight Riders,35,2018
JP Duminy,1136597,Mumbai Indians,Kolkata Knight Riders,13,2018
KD Karthik,1136597,Kolkata Knight Riders,Mumbai Indians,36,2018
KH Pandya,1136597,Mumbai Indians,Kolkata Knight Riders,14,2018
N Rana,1136597,Kolkata Knight Riders,Mumbai Indians,31,2018
RG Sharma,1136597,Mumbai Indians,Kolkata Knight Riders,11,2018
RV Uthappa,1136597,Kolkata Knight Riders,Mumbai Indians,54,2018
SA Yadav,1136597,Mumbai Indians,Kolkata Knight Riders,59,2018
SP Narine,1136597,Kolkata Knight Riders,Mumbai Indians,5,2018
Shubman Gill,1136597,Kolkata Knight Riders,Mumbai Indians,7,2018
AM Rahane,1136598,Rajasthan Royals,Kings XI Punjab,5,2018
AR Patel,1136598,Kings XI Punjab,Rajasthan Royals,4,2018
BA Stokes,1136598,Rajasthan Royals,Kings XI Punjab,12,2018
CH Gayle,1136598,Kings XI Punjab,Rajasthan Royals,8,2018
DJM Short,1136598,Rajasthan Royals,Kings XI Punjab,2,2018
JC Buttler,1136598,Rajasthan Royals,Kings XI Punjab,51,2018
JD Unadkat,1136598,Rajasthan Royals,Kings XI Punjab,6,2018
K Gowtham,1136598,Rajasthan Royals,Kings XI Punjab,5,2018
KK Nair,1136598,Kings XI Punjab,Rajasthan Royals,31,2018
KL Rahul,1136598,Kings XI Punjab,Rajasthan Royals,84,2018
MA Agarwal,1136598,Kings XI Punjab,Rajasthan Royals,2,2018
MP Stoinis,1136598,Kings XI Punjab,Rajasthan Royals,23,2018
RA Tripathi,1136598,Rajasthan Royals,Kings XI Punjab,11,2018
S Gopal,1136598,Rajasthan Royals,Kings XI Punjab,24,2018
SV Samson,1136598,Rajasthan Royals,Kings XI Punjab,28,2018
AB de Villiers,1136599,Royal Challengers Bangalore,Sunrisers Hyderabad,5,2018
AD Hales,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,5,2018
B Kumar,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,1,2018
C de Grandhomme,1136599,Royal Challengers Bangalore,Sunrisers Hyderabad,33,2018
KS Williamson,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,56,2018
M Vohra,1136599,Royal Challengers Bangalore,Sunrisers Hyderabad,8,2018
MK Pandey,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,5,2018
MM Ali,1136599,Royal Challengers Bangalore,Sunrisers Hyderabad,10,2018
Mandeep Singh,1136599,Royal Challengers Bangalore,Sunrisers Hyderabad,21,2018
PA Patel,1136599,Royal Challengers Bangalore,Sunrisers Hyderabad,20,2018
Rashid Khan,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,1,2018
S Dhawan,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,13,2018
S Kaul,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,1,2018
Shakib Al Hasan,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,35,2018
V Kohli,1136599,Royal Challengers Bangalore,Sunrisers Hyderabad,39,2018
WP Saha,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,8,2018
YK Pathan,1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,12,2018
AD Nath,1136600,Kings XI Punjab,Rajasthan Royals,9,2018
AJ Tye,1136600,Kings XI Punjab,Rajasthan Royals,1,2018
AM Rahane,1136600,Rajasthan Royals,Kings XI Punjab,9,2018
AR Patel,1136600,Kings XI Punjab,Rajasthan Royals,9,2018
BA Stokes,1136600,Rajasthan Royals,Kings XI Punjab,14,2018
CH Gayle,1136600,Kings XI Punjab,Rajasthan Royals,1,2018
JC Buttler,1136600,Rajasthan Royals,Kings XI Punjab,82,2018
K Gowtham,1136600,Rajasthan Royals,Kings XI Punjab,8,2018
KK Nair,1136600,Kings XI Punjab,Rajasthan Royals,3,2018
KL Rahul,1136600,Kings XI Punjab,Rajasthan Royals,95,2018
MK Lomror,1136600,Rajasthan Royals,Kings XI Punjab,9,2018
MK Tiwary,1136600,Kings XI Punjab,Rajasthan Royals,7,2018
MP Stoinis,1136600,Kings XI Punjab,Rajasthan Royals,11,2018
STR Binny,1136600,Rajasthan Royals,Kings XI Punjab,11,2018
SV Samson,1136600,Rajasthan Royals,Kings XI Punjab,22,2018
AD Russell,1136601,Kolkata Knight Riders,Mumbai Indians,2,2018
BCJ Cutting,1136601,Mumbai Indians,Kolkata Knight Riders,24,2018
CA Lynn,1136601,Kolkata Knight Riders,Mumbai Indians,21,2018
E Lewis,1136601,Mumbai Indians,Kolkata Knight Riders,18,2018
HH Pandya,1136601,Mumbai Indians,Kolkata Knight Riders,19,2018
Ishan Kishan,1136601,Mumbai Indians,Kolkata Knight Riders,62,2018
KD Karthik,1136601,Kolkata Knight Riders,Mumbai Indians,5,2018
KH Pandya,1136601,Mumbai Indians,Kolkata Knight Riders,8,2018
Kuldeep Yadav,1136601,Kolkata Knight Riders,Mumbai Indians,5,2018
M Prasidh Krishna,1136601,Kolkata Knight Riders,Mumbai Indians,1,2018
N Rana,1136601,Kolkata Knight Riders,Mumbai Indians,21,2018
PP Chawla,1136601,Kolkata Knight Riders,Mumbai Indians,11,2018
RG Sharma,1136601,Mumbai Indians,Kolkata Knight Riders,36,2018
RK Singh,1136601,Kolkata Knight Riders,Mumbai Indians,5,2018
RV Uthappa,1136601,Kolkata Knight Riders,Mumbai Indians,14,2018
SA Yadav,1136601,Mumbai Indians,Kolkata Knight Riders,36,2018
SP Narine,1136601,Kolkata Knight Riders,Mumbai Indians,4,2018
TK Curran,1136601,Kolkata Knight Riders,Mumbai Indians,18,2018
AD Hales,1136602,Sunrisers Hyderabad,Delhi Daredevils,14,2018
GJ Maxwell,1136602,Delhi Daredevils,Sunrisers Hyderabad,9,2018
HV Patel,1136602,Delhi Daredevils,Sunrisers Hyderabad,24,2018
JJ Roy,1136602,Delhi Daredevils,Sunrisers Hyderabad,11,2018
KS Williamson,1136602,Sunrisers Hyderabad,Delhi Daredevils,83,2018
PP Shaw,1136602,Delhi Daredevils,Sunrisers Hyderabad,9,2018
RR Pant,1136602,Delhi Daredevils,Sunrisers Hyderabad,128,2018
S Dhawan,1136602,Sunrisers Hyderabad,Delhi Daredevils,92,2018
SS Iyer,1136602,Delhi Daredevils,Sunrisers Hyderabad,3,2018
AM Rahane,1136603,Rajasthan Royals,Chennai Super Kings,4,2018
AT Rayudu,1136603,Chennai Super Kings,Rajasthan Royals,12,2018
BA Stokes,1136603,Rajasthan Royals,Chennai Super Kings,11,2018
DJ Bravo,1136603,Chennai Super Kings,Rajasthan Royals,1,2018
JC Buttler,1136603,Rajasthan Royals,Chennai Super Kings,95,2018
K Gowtham,1136603,Rajasthan Royals,Chennai Super Kings,13,2018
MS Dhoni,1136603,Chennai Super Kings,Rajasthan Royals,33,2018
P Chopra,1136603,Rajasthan Royals,Chennai Super Kings,8,2018
SK Raina,1136603,Chennai Super Kings,Rajasthan Royals,52,2018
SR Watson,1136603,Chennai Super Kings,Rajasthan Royals,39,2018
STR Binny,1136603,Rajasthan Royals,Chennai Super Kings,22,2018
SV Samson,1136603,Rajasthan Royals,Chennai Super Kings,21,2018
SW Billings,1136603,Chennai Super Kings,Rajasthan Royals,27,2018
AD Russell,1136604,Kolkata Knight Riders,Kings XI Punjab,31,2018
AJ Finch,1136604,Kings XI Punjab,Kolkata Knight Riders,34,2018
AJ Tye,1136604,Kings XI Punjab,Kolkata Knight Riders,14,2018
AR Patel,1136604,Kings XI Punjab,Kolkata Knight Riders,19,2018
BB Sran,1136604,Kings XI Punjab,Kolkata Knight Riders,1,2018
CA Lynn,1136604,Kolkata Knight Riders,Kings XI Punjab,27,2018
CH Gayle,1136604,Kings XI Punjab,Kolkata Knight Riders,21,2018
JPR Scantlebury-Searles,1136604,Kolkata Knight Riders,Kings XI Punjab,6,2018
KD Karthik,1136604,Kolkata Knight Riders,Kings XI Punjab,50,2018
KK Nair,1136604,Kings XI Punjab,Kolkata Knight Riders,3,2018
KL Rahul,1136604,Kings XI Punjab,Kolkata Knight Riders,66,2018
MM Sharma,1136604,Kings XI Punjab,Kolkata Knight Riders,4,2018
N Rana,1136604,Kolkata Knight Riders,Kings XI Punjab,11,2018
R Ashwin,1136604,Kings XI Punjab,Kolkata Knight Riders,45,2018
RV Uthappa,1136604,Kolkata Knight Riders,Kings XI Punjab,24,2018
SP Narine,1136604,Kolkata Knight Riders,Kings XI Punjab,75,2018
Shubman Gill,1136604,Kolkata Knight Riders,Kings XI Punjab,16,2018
AB de Villiers,1136605,Royal Challengers Bangalore,Delhi Daredevils,72,2018
Abhishek Sharma,1136605,Delhi Daredevils,Royal Challengers Bangalore,46,2018
C de Grandhomme,1136605,Royal Challengers Bangalore,Delhi Daredevils,3,2018
JJ Roy,1136605,Delhi Daredevils,Royal Challengers Bangalore,12,2018
MM Ali,1136605,Royal Challengers Bangalore,Delhi Daredevils,1,2018
Mandeep Singh,1136605,Royal Challengers Bangalore,Delhi Daredevils,13,2018
PA Patel,1136605,Royal Challengers Bangalore,Delhi Daredevils,6,2018
PP Shaw,1136605,Delhi Daredevils,Royal Challengers Bangalore,2,2018
RR Pant,1136605,Delhi Daredevils,Royal Challengers Bangalore,61,2018
SN Khan,1136605,Royal Challengers Bangalore,Delhi Daredevils,11,2018
SS Iyer,1136605,Delhi Daredevils,Royal Challengers Bangalore,32,2018
V Kohli,1136605,Royal Challengers Bangalore,Delhi Daredevils,70,2018
V Shankar,1136605,Delhi Daredevils,Royal Challengers Bangalore,21,2018
AD Hales,1136606,Sunrisers Hyderabad,Chennai Super Kings,2,2018
AT Rayudu,1136606,Chennai Super Kings,Sunrisers Hyderabad,100,2018
DJ Hooda,1136606,Sunrisers Hyderabad,Chennai Super Kings,21,2018
KS Williamson,1136606,Sunrisers Hyderabad,Chennai Super Kings,51,2018
MK Pandey,1136606,Sunrisers Hyderabad,Chennai Super Kings,5,2018
MS Dhoni,1136606,Chennai Super Kings,Sunrisers Hyderabad,20,2018
S Dhawan,1136606,Sunrisers Hyderabad,Chennai Super Kings,79,2018
SK Raina,1136606,Chennai Super Kings,Sunrisers Hyderabad,2,2018
SR Watson,1136606,Chennai Super Kings,Sunrisers Hyderabad,57,2018
Shakib Al Hasan,1136606,Sunrisers Hyderabad,Chennai Super Kings,8,2018
AM Rahane,1136607,Rajasthan Royals,Mumbai Indians,37,2018
BCJ Cutting,1136607,Mumbai Indians,Rajasthan Royals,10,2018
DJM Short,1136607,Rajasthan Royals,Mumbai Indians,4,2018
E Lewis,1136607,Mumbai Indians,Rajasthan Royals,60,2018
HH Pandya,1136607,Mumbai Indians,Rajasthan Royals,36,2018
Ishan Kishan,1136607,Mumbai Indians,Rajasthan Royals,12,2018
JC Buttler,1136607,Rajasthan Royals,Mumbai Indians,94,2018
KH Pandya,1136607,Mumbai Indians,Rajasthan Royals,3,2018
SA Yadav,1136607,Mumbai Indians,Rajasthan Royals,38,2018
SV Samson,1136607,Rajasthan Royals,Mumbai Indians,26,2018
AJ Finch,1136608,Kings XI Punjab,Royal Challengers Bangalore,26,2018
AR Patel,1136608,Kings XI Punjab,Royal Challengers Bangalore,9,2018
AS Rajpoot,1136608,Kings XI Punjab,Royal Challengers Bangalore,1,2018
CH Gayle,1136608,Kings XI Punjab,Royal Challengers Bangalore,18,2018
KK Nair,1136608,Kings XI Punjab,Royal Challengers Bangalore,1,2018
KL Rahul,1136608,Kings XI Punjab,Royal Challengers Bangalore,21,2018
MA Agarwal,1136608,Kings XI Punjab,Royal Challengers Bangalore,2,2018
MM Sharma,1136608,Kings XI Punjab,Royal Challengers Bangalore,3,2018
MP Stoinis,1136608,Kings XI Punjab,Royal Challengers Bangalore,2,2018
PA Patel,1136608,Royal Challengers Bangalore,Kings XI Punjab,40,2018
V Kohli,1136608,Royal Challengers Bangalore,Kings XI Punjab,48,2018
AD Russell,1136609,Kolkata Knight Riders,Rajasthan Royals,11,2018
AM Rahane,1136609,Rajasthan Royals,Kolkata Knight Riders,11,2018
Anureet Singh,1136609,Rajasthan Royals,Kolkata Knight Riders,3,2018
BA Stokes,1136609,Rajasthan Royals,Kolkata Knight Riders,11,2018
CA Lynn,1136609,Kolkata Knight Riders,Rajasthan Royals,45,2018
IS Sodhi,1136609,Rajasthan Royals,Kolkata Knight Riders,1,2018
JC Archer,1136609,Rajasthan Royals,Kolkata Knight Riders,6,2018
JC Buttler,1136609,Rajasthan Royals,Kolkata Knight Riders,39,2018
JD Unadkat,1136609,Rajasthan Royals,Kolkata Knight Riders,26,2018
K Gowtham,1136609,Rajasthan Royals,Kolkata Knight Riders,3,2018
KD Karthik,1136609,Kolkata Knight Riders,Rajasthan Royals,41,2018
N Rana,1136609,Kolkata Knight Riders,Rajasthan Royals,21,2018
RA Tripathi,1136609,Rajasthan Royals,Kolkata Knight Riders,27,2018
RV Uthappa,1136609,Kolkata Knight Riders,Rajasthan Royals,4,2018
SP Narine,1136609,Kolkata Knight Riders,Rajasthan Royals,21,2018
STR Binny,1136609,Rajasthan Royals,Kolkata Knight Riders,1,2018
SV Samson,1136609,Rajasthan Royals,Kolkata Knight Riders,12,2018
AJ Finch,1136610,Kings XI Punjab,Mumbai Indians,46,2018
AR Patel,1136610,Kings XI Punjab,Mumbai Indians,10,2018
BCJ Cutting,1136610,Mumbai Indians,Kings XI Punjab,4,2018
CH Gayle,1136610,Kings XI Punjab,Mumbai Indians,18,2018
E Lewis,1136610,Mumbai Indians,Kings XI Punjab,9,2018
HH Pandya,1136610,Mumbai Indians,Kings XI Punjab,9,2018
Ishan Kishan,1136610,Mumbai Indians,Kings XI Punjab,20,2018
KA Pollard,1136610,Mumbai Indians,Kings XI Punjab,50,2018
KH Pandya,1136610,Mumbai Indians,Kings XI Punjab,32,2018
KL Rahul,1136610,Kings XI Punjab,Mumbai Indians,94,2018
M Markande,1136610,Mumbai Indians,Kings XI Punjab,7,2018
MJ McClenaghan,1136610,Mumbai Indians,Kings XI Punjab,11,2018
MK Tiwary,1136610,Kings XI Punjab,Mumbai Indians,4,2018
MP Stoinis,1136610,Kings XI Punjab,Mumbai Indians,1,2018
RG Sharma,1136610,Mumbai Indians,Kings XI Punjab,6,2018
SA Yadav,1136610,Mumbai Indians,Kings XI Punjab,27,2018
Yuvraj Singh,1136610,Kings XI Punjab,Mumbai Indians,1,2018
AB de Villiers,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,69,2018
AD Hales,1136611,Sunrisers Hyderabad,Royal Challengers Bangalore,37,2018
C de Grandhomme,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,40,2018
DJ Hooda,1136611,Sunrisers Hyderabad,Royal Challengers Bangalore,1,2018
KS Williamson,1136611,Sunrisers Hyderabad,Royal Challengers Bangalore,81,2018
MK Pandey,1136611,Sunrisers Hyderabad,Royal Challengers Bangalore,62,2018
MM Ali,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,65,2018
Mandeep Singh,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,4,2018
PA Patel,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,1,2018
S Dhawan,1136611,Sunrisers Hyderabad,Royal Challengers Bangalore,18,2018
SN Khan,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,22,2018
TG Southee,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,1,2018
V Kohli,1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,12,2018
AT Rayudu,1136612,Chennai Super Kings,Delhi Daredevils,50,2018
Abhishek Sharma,1136612,Delhi Daredevils,Chennai Super Kings,2,2018
DJ Bravo,1136612,Chennai Super Kings,Delhi Daredevils,1,2018
DL Chahar,1136612,Chennai Super Kings,Delhi Daredevils,1,2018
GJ Maxwell,1136612,Delhi Daredevils,Chennai Super Kings,5,2018
HV Patel,1136612,Delhi Daredevils,Chennai Super Kings,36,2018
MS Dhoni,1136612,Chennai Super Kings,Delhi Daredevils,17,2018
PP Shaw,1136612,Delhi Daredevils,Chennai Super Kings,17,2018
RA Jadeja,1136612,Chennai Super Kings,Delhi Daredevils,27,2018
RR Pant,1136612,Delhi Daredevils,Chennai Super Kings,38,2018
SK Raina,1136612,Chennai Super Kings,Delhi Daredevils,15,2018
SR Watson,1136612,Chennai Super Kings,Delhi Daredevils,14,2018
SS Iyer,1136612,Delhi Daredevils,Chennai Super Kings,19,2018
SW Billings,1136612,Chennai Super Kings,Delhi Daredevils,1,2018
V Shankar,1136612,Delhi Daredevils,Chennai Super Kings,36,2018
AB de Villiers,1136613,Royal Challengers Bangalore,Rajasthan Royals,53,2018
AM Rahane,1136613,Rajasthan Royals,Royal Challengers Bangalore,33,2018
C de Grandhomme,1136613,Royal Challengers Bangalore,Rajasthan Royals,2,2018
H Klaasen,1136613,Rajasthan Royals,Royal Challengers Bangalore,32,2018
K Gowtham,1136613,Rajasthan Royals,Royal Challengers Bangalore,14,2018
MM Ali,1136613,Royal Challengers Bangalore,Rajasthan Royals,1,2018
Mandeep Singh,1136613,Royal Challengers Bangalore,Rajasthan Royals,3,2018
Mohammed Siraj,1136613,Royal Challengers Bangalore,Rajasthan Royals,14,2018
PA Patel,1136613,Royal Challengers Bangalore,Rajasthan Royals,33,2018
RA Tripathi,1136613,Rajasthan Royals,Royal Challengers Bangalore,80,2018
SN Khan,1136613,Royal Challengers Bangalore,Rajasthan Royals,7,2018
TG Southee,1136613,Royal Challengers Bangalore,Rajasthan Royals,14,2018
V Kohli,1136613,Royal Challengers Bangalore,Rajasthan Royals,4,2018
AD Russell,1136614,Kolkata Knight Riders,Sunrisers Hyderabad,4,2018
CA Lynn,1136614,Kolkata Knight Riders,Sunrisers Hyderabad,55,2018
CR Brathwaite,1136614,Sunrisers Hyderabad,Kolkata Knight Riders,3,2018
KD Karthik,1136614,Kolkata Knight Riders,Sunrisers Hyderabad,26,2018
KS Williamson,1136614,Sunrisers Hyderabad,Kolkata Knight Riders,36,2018
MK Pandey,1136614,Sunrisers Hyderabad,Kolkata Knight Riders,25,2018
N Rana,1136614,Kolkata Knight Riders,Sunrisers Hyderabad,7,2018
RV Uthappa,1136614,Kolkata Knight Riders,Sunrisers Hyderabad,45,2018
S Dhawan,1136614,Sunrisers Hyderabad,Kolkata Knight Riders,50,2018
SP Goswami,1136614,Sunrisers Hyderabad,Kolkata Knight Riders,35,2018
SP Narine,1136614,Kolkata Knight Riders,Sunrisers Hyderabad,29,2018
Shakib Al Hasan,1136614,Sunrisers Hyderabad,Kolkata Knight Riders,10,2018
YK Pathan,1136614,Sunrisers Hyderabad,Kolkata Knight Riders,2,2018
Abhishek Sharma,1136615,Delhi Daredevils,Mumbai Indians,15,2018
BCJ Cutting,1136615,Mumbai Indians,Delhi Daredevils,37,2018
E Lewis,1136615,Mumbai Indians,Delhi Daredevils,48,2018
GJ Maxwell,1136615,Delhi Daredevils,Mumbai Indians,22,2018
HH Pandya,1136615,Mumbai Indians,Delhi Daredevils,27,2018
Ishan Kishan,1136615,Mumbai Indians,Delhi Daredevils,5,2018
KA Pollard,1136615,Mumbai Indians,Delhi Daredevils,7,2018
KH Pandya,1136615,Mumbai Indians,Delhi Daredevils,4,2018
M Markande,1136615,Mumbai Indians,Delhi Daredevils,3,2018
PP Shaw,1136615,Delhi Daredevils,Mumbai Indians,12,2018
RG Sharma,1136615,Mumbai Indians,Delhi Daredevils,13,2018
RR Pant,1136615,Delhi Daredevils,Mumbai Indians,64,2018
SA Yadav,1136615,Mumbai Indians,Delhi Daredevils,12,2018
SS Iyer,1136615,Delhi Daredevils,Mumbai Indians,6,2018
V Shankar,1136615,Delhi Daredevils,Mumbai Indians,43,2018
AJ Finch,1136616,Kings XI Punjab,Chennai Super Kings,4,2018
AR Patel,1136616,Kings XI Punjab,Chennai Super Kings,14,2018
AS Rajpoot,1136616,Kings XI Punjab,Chennai Super Kings,2,2018
AT Rayudu,1136616,Chennai Super Kings,Kings XI Punjab,1,2018
DA Miller,1136616,Kings XI Punjab,Chennai Super Kings,24,2018
DL Chahar,1136616,Chennai Super Kings,Kings XI Punjab,39,2018
F du Plessis,1136616,Chennai Super Kings,Kings XI Punjab,14,2018
Harbhajan Singh,1136616,Chennai Super Kings,Kings XI Punjab,19,2018
KK Nair,1136616,Kings XI Punjab,Chennai Super Kings,54,2018
KL Rahul,1136616,Kings XI Punjab,Chennai Super Kings,7,2018
MK Tiwary,1136616,Kings XI Punjab,Chennai Super Kings,35,2018
MM Sharma,1136616,Kings XI Punjab,Chennai Super Kings,2,2018
MS Dhoni,1136616,Chennai Super Kings,Kings XI Punjab,16,2018
SK Raina,1136616,Chennai Super Kings,Kings XI Punjab,61,2018
B Kumar,1136617,Sunrisers Hyderabad,Chennai Super Kings,7,2018
CR Brathwaite,1136617,Sunrisers Hyderabad,Chennai Super Kings,43,2018
DJ Bravo,1136617,Chennai Super Kings,Sunrisers Hyderabad,7,2018
DL Chahar,1136617,Chennai Super Kings,Sunrisers Hyderabad,10,2018
F du Plessis,1136617,Chennai Super Kings,Sunrisers Hyderabad,67,2018
Harbhajan Singh,1136617,Chennai Super Kings,Sunrisers Hyderabad,2,2018
KS Williamson,1136617,Sunrisers Hyderabad,Chennai Super Kings,24,2018
MK Pandey,1136617,Sunrisers Hyderabad,Chennai Super Kings,8,2018
MS Dhoni,1136617,Chennai Super Kings,Sunrisers Hyderabad,9,2018
RA Jadeja,1136617,Chennai Super Kings,Sunrisers Hyderabad,3,2018
SK Raina,1136617,Chennai Super Kings,Sunrisers Hyderabad,22,2018
SN Thakur,1136617,Chennai Super Kings,Sunrisers Hyderabad,15,2018
SP Goswami,1136617,Sunrisers Hyderabad,Chennai Super Kings,12,2018
Shakib Al Hasan,1136617,Sunrisers Hyderabad,Chennai Super Kings,12,2018
YK Pathan,1136617,Sunrisers Hyderabad,Chennai Super Kings,24,2018
AD Russell,1136618,Kolkata Knight Riders,Rajasthan Royals,49,2018
AM Rahane,1136618,Rajasthan Royals,Kolkata Knight Riders,46,2018
CA Lynn,1136618,Kolkata Knight Riders,Rajasthan Royals,18,2018
H Klaasen,1136618,Rajasthan Royals,Kolkata Knight Riders,18,2018
JPR Scantlebury-Searles,1136618,Kolkata Knight Riders,Rajasthan Royals,2,2018
K Gowtham,1136618,Rajasthan Royals,Kolkata Knight Riders,9,2018
KD Karthik,1136618,Kolkata Knight Riders,Rajasthan Royals,52,2018
N Rana,1136618,Kolkata Knight Riders,Rajasthan Royals,3,2018
RA Tripathi,1136618,Rajasthan Royals,Kolkata Knight Riders,20,2018
RV Uthappa,1136618,Kolkata Knight Riders,Rajasthan Royals,3,2018
SP Narine,1136618,Kolkata Knight Riders,Rajasthan Royals,4,2018
SV Samson,1136618,Rajasthan Royals,Kolkata Knight Riders,50,2018
Shubman Gill,1136618,Kolkata Knight Riders,Rajasthan Royals,28,2018
AD Russell,1136619,Kolkata Knight Riders,Sunrisers Hyderabad,3,2018
